OpenROAD v2.0-17013-gf7f634f88 
Features included (+) or not (-): +Charts +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 32 thread(s).
[WARNING PDN-0231] pll is not connected to any power/ground nets.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_235/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_235/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_234/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_234/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_233/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_233/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_232/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_232/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_231/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_231/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_230/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_230/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_229/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_229/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_228/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_228/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_227/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_227/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_226/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_226/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_225/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_225/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_224/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_224/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_223/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_223/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_222/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_222/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_221/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_221/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_220/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_220/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_219/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_219/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_218/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_218/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_217/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_217/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_216/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_216/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_215/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_215/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_214/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_214/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_213/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_2_213/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_212/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_212/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_211/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_211/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_210/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_210/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_209/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_209/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_208/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_208/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_207/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_207/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_206/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_206/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_205/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_205/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_204/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_204/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_203/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_203/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_202/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_202/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_201/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_201/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_200/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_200/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_199/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_199/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_198/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_198/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_197/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_197/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_196/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_196/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_195/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_195/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_194/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_194/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_193/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_193/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_192/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_192/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_191/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_191/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_190/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_190/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_189/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_189/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_188/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_188/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_187/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_187/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_186/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_186/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_185/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_185/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_184/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_184/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_183/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_183/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_182/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_182/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_181/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_181/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_180/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_180/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_179/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_179/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_178/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_178/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_177/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_177/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_176/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_176/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_175/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_175/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_174/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_174/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_173/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_173/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_172/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_172/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_171/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_171/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_170/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_170/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_169/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_169/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_168/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_168/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_167/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_167/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_166/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_166/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_165/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_165/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_164/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_164/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_163/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_163/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_162/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_1_162/VPWR is not connected to any net.
[WARNING PDN-0189] message limit reached, this message will no longer print
[INFO PDN-0001] Inserting grid: grid
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - dac
Elapsed time: 0:01.30[h:]min:sec. CPU time: user 1.19 sys 0.11 (100%). Peak memory: 253080KB.
